flame,point,x_over_d,kind,r_over_d,F,F_rms,T,T_rms,Y_O2,Y_N2,Y_H2O,Y_CH4,Y_CO,Y_CO2,Y_OH,Y_H2,Y_NO,Y_CO_LIF
C,CL,,Yave,40.0,0.4426,0.1251,1855.0,207.0,0.018,0.714,0.116,0.00935,0.0399,0.0965,0.00096,0.00246,4.39e-05,0.0428
C,CL,,Yave,45.0,0.3565,0.102,1913.0,208.0,0.0269,0.723,0.111,0.00202,0.0257,0.107,0.00147,0.00124,5.07e-05,0.0267
C,CL,,Yave,50.0,0.284,0.0923,1797.0,295.0,0.0521,0.731,0.0978,0.0,0.0122,0.104,0.00122,0.000477,5.06e-05,0.0127
C,CL,,Yave,55.0,0.2312,0.0734,1635.0,313.0,0.0778,0.738,0.0839,0.0,0.00238,0.0971,0.000876,8.52e-05,4.68e-05,0.00285
C,CL,,Yave,60.0,0.1912,0.0637,1445.0,305.0,0.104,0.741,0.0712,0.0,0.000277,0.0823,0.000384,2.97e-05,3.91e-05,0.000387
C,CL,,Yave,65.0,0.1579,0.053,1274.0,271.0,0.127,0.744,0.0598,0.0,0.000163,0.0688,0.000142,1.4e-05,3.1e-05,8.37e-06
C,CL,,Yave,70.0,0.1327,0.042,1141.0,226.0,0.144,0.747,0.0513,0.0,0.0,0.058,4.35e-05,1.33e-05,2.65e-05,0.0
C,CL,,Yave,75.0,0.1182,0.037,1046.0,203.0,0.155,0.748,0.0456,0.0001,0.00035,0.0516,2.26e-05,1.43e-05,2.32e-05,1.15e-05
C,CL,,Yfav,5.0,0.993,0.0283,302.0,5.0,0.196,0.648,0.000637,0.155,0.000348,0.0,5.32e-07,7.5e-06,2.25e-07,8.42e-05
C,CL,,Yfav,10.0,0.9675,0.0367,359.0,55.0,0.191,0.652,0.00402,0.149,0.00131,0.00267,3.82e-07,0.000114,6.01e-07,0.00135
C,CL,,Yfav,15.0,0.9236,0.0508,487.0,125.0,0.177,0.657,0.0125,0.138,0.00538,0.0102,3.49e-06,0.00041,2e-06,0.0048
C,CL,,Yfav,20.0,0.8616,0.0642,692.0,205.0,0.155,0.664,0.0271,0.12,0.0136,0.0222,1.22e-05,0.000942,4.88e-06,0.0116
C,CL,,Yfav,25.0,0.7981,0.0754,931.0,258.0,0.126,0.671,0.0456,0.0992,0.0236,0.0359,2.43e-05,0.00161,9.59e-06,0.0206
C,CL,,Yfav,30.0,0.7113,0.1195,1226.0,334.0,0.087,0.682,0.0703,0.0723,0.0335,0.0538,0.000111,0.00237,1.67e-05,0.0316
C,CL,,Yfav,35.0,0.5892,0.1472,1563.0,321.0,0.0444,0.699,0.0972,0.0395,0.041,0.0749,0.000396,0.00288,2.89e-05,0.0421
C,CL,,Yfav,40.0,0.4426,0.1341,1830.0,222.0,0.0216,0.714,0.114,0.0104,0.0389,0.0948,0.00093,0.00243,4.27e-05,0.0418
C,CL,,Yfav,45.0,0.3454,0.1081,1882.0,234.0,0.0324,0.724,0.109,0.00196,0.024,0.105,0.00142,0.00116,4.93e-05,0.0249
C,CL,,Yfav,50.0,0.2651,0.0959,1729.0,327.0,0.0628,0.733,0.0926,0.0,0.01,0.0993,0.00109,0.000394,4.74e-05,0.0105
C,CL,,Yfav,55.0,0.2152,0.0733,1563.0,323.0,0.0882,0.739,0.0789,0.0,0.00175,0.0908,0.00073,6.58e-05,4.33e-05,0.00215
C,CL,,Yfav,60.0,0.1763,0.0629,1371.0,310.0,0.114,0.743,0.0664,0.0,0.000217,0.0759,0.0003,2.63e-05,3.57e-05,0.000264
C,CL,,Yfav,65.0,0.146,0.0515,1211.0,270.0,0.135,0.745,0.0558,0.0,0.000196,0.0636,0.000108,1.43e-05,2.82e-05,0.0
C,CL,,Yfav,70.0,0.124,0.041,1092.0,226.0,0.15,0.748,0.0484,0.0,0.0,0.0541,3.43e-05,1.34e-05,2.44e-05,0.0
C,CL,,Yfav,75.0,0.1106,0.0363,1003.0,204.0,0.16,0.748,0.0431,9.38e-05,0.000346,0.0483,1.84e-05,1.54e-05,2.14e-05,1.31e-05
D,01,1.0,Yave,-0.6,0.6058,0.0996,1471.0,258.0,0.0836,0.685,0.0712,0.0568,0.0224,0.0809,0.000663,0.00088,9.83e-06,0.0211
D,01,1.0,Yave,-0.53,0.7889,0.0859,780.0,232.0,0.165,0.661,0.0271,0.109,0.00681,0.0301,5.58e-05,0.000394,3.28e-06,0.00675
D,01,1.0,Yave,-0.46,0.9418,0.0658,406.0,85.0,0.193,0.65,0.00713,0.144,0.0,0.00485,0.0,7.03e-05,8.38e-07,0.000948
D,01,1.0,Yave,-0.39,1.0083,0.0354,306.0,17.0,0.195,0.646,0.00124,0.157,0.0,0.000165,0.0,8.63e-06,2.22e-07,0.00014
D,01,1.0,Yave,-0.04,1.0051,0.0297,288.0,3.0,0.196,0.647,0.000489,0.157,8.48e-05,0.0,2.03e-07,7.24e-07,9.9e-08,4.35e-05
D,01,1.0,Yave,0.38,1.0143,0.0348,302.0,15.0,0.194,0.646,0.00104,0.158,0.000283,0.000547,3.27e-07,1.11e-05,1.26e-07,0.000116
D,01,1.0,Yave,0.44,0.9834,0.0583,393.0,82.0,0.18,0.654,0.00722,0.15,0.00184,0.00737,4.08e-06,9.84e-05,6.03e-07,0.000849
D,01,1.0,Yave,0.51,0.8486,0.1109,690.0,229.0,0.14,0.678,0.0284,0.119,0.00906,0.0289,6.36e-05,0.0004,2.87e-06,0.00519
D,01,1.0,Yave,0.58,0.567,0.1104,1385.0,288.0,0.0647,0.71,0.0736,0.051,0.0223,0.0782,0.000931,0.000805,1.04e-05,0.0207
D,01,1.0,Yave,0.65,0.3378,0.0277,1877.0,55.0,0.04,0.723,0.1,0.00493,0.0142,0.111,0.00275,0.000461,1.85e-05,0.0175
D,01,1.0,Yave,0.72,0.2806,0.0142,1893.0,40.0,0.0505,0.734,0.0953,0.00105,0.0045,0.11,0.00264,0.000168,1.61e-05,0.00657
D,01,1.0,Yave,0.79,0.2712,0.0124,1887.0,41.0,0.0527,0.736,0.0928,0.000881,0.00298,0.111,0.00228,9.66e-05,1.52e-05,0.00425
D,01,1.0,Yave,0.93,0.2688,0.0138,1881.0,42.0,0.0524,0.737,0.0925,0.000672,0.00209,0.112,0.00203,8.28e-05,1.47e-05,0.00338
D,01,1.0,Yave,1.07,0.2612,0.0118,1807.0,47.0,0.0581,0.737,0.0911,0.000597,0.00199,0.109,0.00169,4e-05,1.34e-05,0.00285
D,01,1.0,Yave,1.21,0.2063,0.0205,1499.0,87.0,0.097,0.738,0.0736,0.000187,0.000865,0.0889,0.000755,3.81e-05,8.82e-06,0.00142
D,01,1.0,Yave,1.35,0.0813,0.0257,872.0,144.0,0.182,0.75,0.0347,2.97e-05,0.000274,0.0326,6.12e-05,2.26e-05,2.98e-06,0.000804
D,01,1.0,Yave,1.49,0.013,0.0086,433.0,63.0,0.225,0.759,0.0121,0.0,0.0,0.0035,1.44e-08,1.61e-05,4.5e-07,0.000175
D,01,1.0,Yave,1.62,0.0002,0.0011,330.0,14.0,0.23,0.763,0.0063,0.0,0.0,6.25e-05,5.09e-08,8.15e-06,1.48e-07,3.05e-05
D,01,1.0,Yave,1.9,0.0,0.001,300.0,9.0,0.231,0.763,0.00603,2.86e-06,0.0,0.0,1.02e-09,5.85e-06,1.39e-07,2.62e-05
D,01,1.0,Yfav,-0.6,0.6222,0.1009,1420.0,273.0,0.0906,0.682,0.0674,0.0612,0.0215,0.0771,0.000614,0.000854,9.19e-06,0.0199
D,01,1.0,Yfav,-0.53,0.811,0.0892,714.0,218.0,0.171,0.659,0.0235,0.115,0.00519,0.0254,4.42e-05,0.000339,2.89e-06,0.00566
D,01,1.0,Yfav,-0.46,0.9509,0.0619,391.0,76.0,0.194,0.649,0.00629,0.146,0.0,0.004,0.0,6.17e-05,7.66e-07,0.000852
D,01,1.0,Yfav,-0.39,1.0084,0.0352,305.0,16.0,0.195,0.646,0.0012,0.157,0.0,0.000135,0.0,8.38e-06,2.18e-07,0.000137
D,01,1.0,Yfav,-0.04,1.0049,0.0297,288.0,3.0,0.196,0.647,0.000489,0.157,8.65e-05,0.0,2.04e-07,7.37e-07,9.9e-08,4.36e-05
D,01,1.0,Yfav,0.38,1.014,0.0346,302.0,14.0,0.194,0.646,0.00101,0.158,0.000272,0.000499,3.23e-07,1.06e-05,1.24e-07,0.000114
D,01,1.0,Yfav,0.44,0.9898,0.0547,380.0,72.0,0.182,0.653,0.00624,0.152,0.00163,0.00633,2.87e-06,8.68e-05,5.42e-07,0.000767
D,01,1.0,Yfav,0.51,0.8793,0.1043,626.0,205.0,0.148,0.673,0.0241,0.126,0.00758,0.0242,5.67e-05,0.000343,2.41e-06,0.00424
D,01,1.0,Yfav,0.58,0.591,0.1157,1319.0,302.0,0.0709,0.709,0.0692,0.057,0.0212,0.0735,0.000868,0.000772,9.59e-06,0.0191
D,01,1.0,Yfav,0.65,0.3381,0.0281,1875.0,56.0,0.0401,0.723,0.1,0.00499,0.0142,0.111,0.00274,0.000462,1.85e-05,0.0175
D,01,1.0,Yfav,0.72,0.2805,0.0142,1892.0,40.0,0.0505,0.734,0.0953,0.00105,0.0045,0.11,0.00264,0.000168,1.61e-05,0.00657
D,01,1.0,Yfav,0.79,0.2711,0.0124,1886.0,41.0,0.0527,0.736,0.0927,0.000882,0.00297,0.111,0.00228,9.69e-05,1.52e-05,0.00424
D,01,1.0,Yfav,0.93,0.2687,0.0137,1880.0,42.0,0.0524,0.737,0.0925,0.000673,0.00209,0.112,0.00202,8.28e-05,1.47e-05,0.00338
D,01,1.0,Yfav,1.07,0.2611,0.0118,1806.0,47.0,0.0581,0.737,0.0911,0.000598,0.00199,0.109,0.00169,3.99e-05,1.34e-05,0.00285
D,01,1.0,Yfav,1.21,0.2052,0.0205,1493.0,88.0,0.0977,0.738,0.0733,0.000182,0.000881,0.0884,0.000744,3.79e-05,8.75e-06,0.00142
D,01,1.0,Yfav,1.35,0.0772,0.0248,849.0,140.0,0.184,0.75,0.0335,2.57e-05,0.000236,0.0307,5.59e-05,2.26e-05,2.83e-06,0.000779
D,01,1.0,Yfav,1.49,0.012,0.008,425.0,58.0,0.225,0.76,0.0117,0.0,0.0,0.00312,2.55e-08,1.58e-05,4.18e-07,0.000165
D,01,1.0,Yfav,1.62,0.0001,0.0011,329.0,14.0,0.23,0.763,0.00629,0.0,0.0,5.78e-05,5.03e-08,8.13e-06,1.48e-07,3.03e-05
D,01,1.0,Yfav,1.9,0.0,0.001,300.0,8.0,0.231,0.763,0.00603,2.74e-06,0.0,0.0,1.25e-09,5.86e-06,1.38e-07,2.63e-05
D,02,2.0,Yave,-0.67,0.5611,0.1079,1666.0,254.0,0.054,0.694,0.0888,0.0407,0.0315,0.091,0.00081,0.00136,2.26e-05,0.0294
D,02,2.0,Yave,-0.6,0.7228,0.0856,1125.0,325.0,0.121,0.669,0.0504,0.0845,0.021,0.0542,0.000127,0.00107,1.05e-05,0.0194
D,02,2.0,Yave,-0.53,0.81,0.0842,723.0,246.0,0.163,0.663,0.0258,0.113,0.00806,0.0261,2.1e-05,0.000532,4.48e-06,0.00843
D,02,2.0,Yave,-0.46,0.9067,0.0744,452.0,132.0,0.187,0.655,0.00993,0.137,0.000868,0.0083,5.57e-08,0.000161,1.54e-06,0.00257
D,02,2.0,Yave,-0.39,0.965,0.0475,340.0,48.0,0.194,0.65,0.00339,0.149,0.0,0.00193,0.0,4.26e-05,5.57e-07,0.000695
D,02,2.0,Yave,-0.32,0.9873,0.0385,304.0,20.0,0.196,0.649,0.00126,0.154,0.0,0.000245,0.0,1.32e-05,1.95e-07,0.000167
D,02,2.0,Yave,0.11,0.9976,0.0311,290.0,3.0,0.195,0.649,0.000488,0.156,5.66e-05,0.0,1.77e-07,2.48e-06,8.82e-08,2.42e-05
D,02,2.0,Yave,0.38,0.9891,0.0411,334.0,45.0,0.189,0.651,0.00284,0.153,0.000543,0.00273,1.37e-07,4.92e-05,3.93e-07,0.000589
D,02,2.0,Yave,0.44,0.9479,0.0662,447.0,122.0,0.175,0.658,0.0107,0.143,0.00292,0.0105,3.51e-06,0.000211,1.37e-06,0.00242
D,02,2.0,Yave,0.51,0.8589,0.0967,679.0,229.0,0.146,0.672,0.0272,0.121,0.00945,0.0258,2.12e-05,0.00054,4.03e-06,0.00729
D,02,2.0,Yave,0.58,0.6996,0.1169,1100.0,331.0,0.0929,0.697,0.0563,0.0799,0.0219,0.0542,0.000157,0.00105,1.09e-05,0.0187
D,02,2.0,Yave,0.65,0.4924,0.1059,1666.0,291.0,0.0403,0.709,0.0925,0.0282,0.0316,0.096,0.00133,0.00115,2.63e-05,0.0314
D,02,2.0,Yave,0.72,0.3521,0.042,1943.0,88.0,0.0306,0.722,0.105,0.0042,0.018,0.113,0.00286,0.00059,2.9e-05,0.0217
D,02,2.0,Yave,0.79,0.2947,0.0172,1953.0,44.0,0.0422,0.732,0.1,0.00095,0.00681,0.112,0.00281,0.00021,2.34e-05,0.00908
D,02,2.0,Yave,0.93,0.2638,0.0128,1861.0,54.0,0.055,0.737,0.0914,0.000541,0.00121,0.112,0.00165,5.61e-05,1.61e-05,0.00245
D,02,2.0,Yave,1.07,0.2331,0.0244,1698.0,118.0,0.0749,0.739,0.0817,0.000343,0.0,0.101,0.000957,1.35e-05,1.25e-05,0.00118
D,02,2.0,Yave,1.21,0.1698,0.053,1356.0,269.0,0.119,0.744,0.0619,0.000104,2.38e-05,0.0742,0.000387,2.14e-05,8.33e-06,0.000708
D,02,2.0,Yave,1.35,0.1085,0.056,1008.0,311.0,0.16,0.751,0.0425,5.44e-05,0.0,0.0467,0.000119,2.12e-05,4.6e-06,0.000422
D,02,2.0,Yave,1.49,0.0655,0.0521,755.0,318.0,0.188,0.755,0.0283,4.22e-05,0.0,0.028,3.46e-05,1.44e-05,2.84e-06,0.000233
D,02,2.0,Yave,1.62,0.0172,0.0243,444.0,175.0,0.221,0.76,0.0127,0.0,0.0,0.00669,5.18e-06,1.02e-05,8.71e-07,6.21e-05
D,02,2.0,Yave,1.9,0.0,0.0009,298.0,8.0,0.23,0.764,0.00591,0.0,0.0,0.0,4.24e-08,4.68e-06,2.21e-07,3.02e-05
D,02,2.0,Yfav,-0.67,0.5772,0.1111,1621.0,275.0,0.0599,0.691,0.0854,0.0448,0.0307,0.088,0.000745,0.00134,2.15e-05,0.0285
D,02,2.0,Yfav,-0.6,0.7452,0.0844,1026.0,322.0,0.133,0.667,0.0438,0.0919,0.0178,0.0469,0.000106,0.00095,8.95e-06,0.0166
D,02,2.0,Yfav,-0.53,0.8334,0.0836,649.0,221.0,0.17,0.661,0.0215,0.119,0.00595,0.0211,1.59e-05,0.000439,3.73e-06,0.00676
D,02,2.0,Yfav,-0.46,0.9221,0.0687,422.0,114.0,0.189,0.653,0.0082,0.14,0.000404,0.0065,0.0,0.00013,1.3e-06,0.00214
D,02,2.0,Yfav,-0.39,0.9685,0.0454,334.0,44.0,0.195,0.65,0.00306,0.15,0.0,0.00167,0.0,3.82e-05,5.15e-07,0.000635
D,02,2.0,Yfav,-0.32,0.9878,0.0381,303.0,18.0,0.196,0.649,0.0012,0.154,0.0,0.000198,0.0,1.25e-05,1.89e-07,0.000161
D,02,2.0,Yfav,0.11,0.9974,0.0312,290.0,3.0,0.195,0.649,0.000488,0.156,5.83e-05,0.0,1.78e-07,2.5e-06,8.81e-08,2.43e-05
D,02,2.0,Yfav,0.38,0.991,0.0398,329.0,41.0,0.19,0.651,0.00254,0.154,0.000495,0.00239,1.58e-07,4.4e-05,3.65e-07,0.00055
D,02,2.0,Yfav,0.44,0.959,0.0595,421.0,105.0,0.178,0.657,0.00894,0.145,0.00237,0.00878,2.43e-06,0.00018,1.16e-06,0.00206
D,02,2.0,Yfav,0.51,0.8861,0.0905,612.0,204.0,0.154,0.668,0.0227,0.127,0.00765,0.0212,1.78e-05,0.000458,3.27e-06,0.00594
D,02,2.0,Yfav,0.58,0.7357,0.1184,996.0,326.0,0.105,0.693,0.0493,0.0894,0.0192,0.0472,0.000134,0.000936,9.13e-06,0.0158
D,02,2.0,Yfav,0.65,0.5142,0.1188,1603.0,326.0,0.0459,0.708,0.0885,0.0338,0.0305,0.0914,0.00122,0.00114,2.47e-05,0.0298
D,02,2.0,Yfav,0.72,0.3533,0.0439,1939.0,92.0,0.0308,0.722,0.105,0.00445,0.0181,0.113,0.00284,0.000593,2.89e-05,0.0218
D,02,2.0,Yfav,0.79,0.2945,0.0172,1952.0,44.0,0.0422,0.732,0.1,0.000948,0.00679,0.112,0.00281,0.000209,2.33e-05,0.00905
D,02,2.0,Yfav,0.93,0.2636,0.0128,1860.0,54.0,0.055,0.737,0.0913,0.000541,0.00119,0.112,0.00164,5.63e-05,1.61e-05,0.00244
D,02,2.0,Yfav,1.07,0.2314,0.0249,1689.0,120.0,0.076,0.74,0.0812,0.000335,0.0,0.101,0.000938,1.31e-05,1.24e-05,0.00116
D,02,2.0,Yfav,1.21,0.1583,0.0538,1297.0,274.0,0.127,0.745,0.0584,8e-05,8.34e-05,0.069,0.000326,2e-05,7.66e-06,0.00068
D,02,2.0,Yfav,1.35,0.0909,0.0529,908.0,299.0,0.172,0.752,0.037,4.33e-05,1.36e-07,0.0386,8.13e-05,2.04e-05,3.77e-06,0.000386
D,02,2.0,Yfav,1.49,0.046,0.0443,632.0,277.0,0.201,0.757,0.0222,2.89e-05,0.0,0.0189,1.85e-05,1.5e-05,1.97e-06,0.000194
D,02,2.0,Yfav,1.62,0.0113,0.0179,400.0,131.0,0.224,0.761,0.0107,0.0,0.0,0.00407,2.37e-06,1.02e-05,6.17e-07,4.78e-05
D,02,2.0,Yfav,1.9,0.0,0.0009,298.0,8.0,0.23,0.764,0.00591,0.0,0.0,0.0,4.21e-08,4.66e-06,2.21e-07,3e-05
D,03,3.0,Yave,-0.74,0.5055,0.113,1775.0,231.0,0.0385,0.703,0.0993,0.0281,0.0317,0.0985,0.00121,0.00137,2.77e-05,0.0304
D,03,3.0,Yave,-0.6,0.7542,0.0844,983.0,318.0,0.132,0.669,0.043,0.0938,0.0177,0.0431,4.05e-05,0.00102,8.78e-06,0.0174
D,03,3.0,Yave,-0.46,0.881,0.0751,505.0,169.0,0.18,0.659,0.0133,0.131,0.00312,0.0119,1.77e-06,0.000281,2.06e-06,0.00422
D,03,3.0,Yave,-0.32,0.9668,0.0435,326.0,42.0,0.194,0.651,0.00259,0.15,0.0,0.00145,0.0,3.8e-05,3.52e-07,0.000621
D,03,3.0,Yave,-0.18,0.9878,0.0356,293.0,6.0,0.196,0.649,0.00063,0.154,4.36e-05,0.0,1.93e-07,2.63e-06,1.54e-07,8.36e-05
D,03,3.0,Yave,-0.04,0.9871,0.037,291.0,3.0,0.196,0.65,0.000517,0.154,0.0,0.0,1.11e-07,2.2e-06,7.5e-08,4.84e-05
D,03,3.0,Yave,0.1,0.9902,0.036,290.0,3.0,0.195,0.65,0.00052,0.155,2.36e-05,0.0,1.62e-07,3.23e-06,7.5e-08,3.87e-05
D,03,3.0,Yave,0.24,0.995,0.0362,298.0,13.0,0.195,0.649,0.000798,0.155,0.000138,0.000128,2.32e-07,9.38e-06,1.79e-07,0.00013
D,03,3.0,Yave,0.38,0.9645,0.0545,377.0,86.0,0.185,0.655,0.0057,0.148,0.00153,0.00536,1.18e-06,0.00012,6.73e-07,0.00136
D,03,3.0,Yave,0.51,0.8553,0.0895,679.0,228.0,0.148,0.671,0.027,0.12,0.01,0.0251,1.16e-05,0.000629,3.97e-06,0.00835
D,03,3.0,Yave,0.65,0.5939,0.1222,1437.0,346.0,0.0594,0.701,0.0802,0.0498,0.0319,0.0768,0.00045,0.00143,2.07e-05,0.031
D,03,3.0,Yave,0.79,0.3384,0.0423,1937.0,78.0,0.0324,0.725,0.105,0.00306,0.0157,0.112,0.00293,0.000558,3.03e-05,0.0187
D,03,3.0,Yave,0.93,0.2563,0.0309,1804.0,133.0,0.0636,0.736,0.0894,0.000668,0.00204,0.105,0.00192,8.4e-05,1.66e-05,0.00362
D,03,3.0,Yave,1.07,0.2009,0.0512,1529.0,261.0,0.0976,0.742,0.0718,0.000262,0.000404,0.0872,0.000747,2.74e-05,1.04e-05,0.000853
D,03,3.0,Yave,1.21,0.1539,0.0599,1270.0,323.0,0.128,0.747,0.0568,0.000181,6.71e-05,0.067,0.000321,1.39e-05,6.98e-06,0.000459
D,03,3.0,Yave,1.35,0.1369,0.0582,1170.0,327.0,0.14,0.748,0.0511,4.62e-05,0.0,0.0606,0.000177,4.77e-06,6.1e-06,0.000326
D,03,3.0,Yave,1.49,0.1003,0.0623,960.0,368.0,0.165,0.751,0.0392,0.00014,0.0,0.0439,9.26e-05,9.67e-06,4.07e-06,0.000179
D,03,3.0,Yave,1.62,0.0538,0.049,686.0,324.0,0.197,0.755,0.0244,2.51e-05,0.0,0.0232,2.97e-05,1.33e-05,2.37e-06,9.94e-05
D,03,3.0,Yave,1.9,0.0,0.0013,302.0,11.0,0.23,0.764,0.00628,1.3e-05,0.0,0.0,0.0,5.11e-06,1.44e-07,2.17e-05
D,03,3.0,Yave,2.18,0.0,0.001,294.0,4.0,0.231,0.763,0.00601,0.0,0.0,0.0,0.0,4.51e-06,9e-08,1.13e-05
D,03,3.0,Yfav,-0.74,0.5187,0.1166,1742.0,249.0,0.0427,0.701,0.0968,0.0312,0.0315,0.0963,0.00113,0.00138,2.67e-05,0.0299
D,03,3.0,Yfav,-0.6,0.7787,0.0837,879.0,304.0,0.144,0.667,0.0361,0.102,0.0143,0.0359,3.25e-05,0.000879,7.18e-06,0.0144
D,03,3.0,Yfav,-0.46,0.898,0.0697,461.0,143.0,0.184,0.657,0.0107,0.135,0.00211,0.00918,8.34e-07,0.000224,1.66e-06,0.00336
D,03,3.0,Yfav,-0.32,0.969,0.0422,322.0,38.0,0.195,0.651,0.00233,0.151,0.0,0.00123,0.0,3.37e-05,3.25e-07,0.000572
D,03,3.0,Yfav,-0.18,0.9876,0.0356,293.0,6.0,0.196,0.65,0.000626,0.154,4.77e-05,0.0,1.96e-07,2.61e-06,1.54e-07,8.19e-05
D,03,3.0,Yfav,-0.04,0.9869,0.037,291.0,3.0,0.196,0.65,0.000517,0.154,2.27e-07,0.0,1.12e-07,2.22e-06,7.49e-08,4.85e-05
D,03,3.0,Yfav,0.1,0.99,0.036,290.0,3.0,0.196,0.65,0.00052,0.155,2.57e-05,0.0,1.64e-07,3.24e-06,7.5e-08,3.88e-05
D,03,3.0,Yfav,0.24,0.9949,0.036,297.0,12.0,0.195,0.649,0.000775,0.155,0.000133,9.52e-05,2.34e-07,9.03e-06,1.77e-07,0.000126
D,03,3.0,Yfav,0.38,0.9706,0.0505,362.0,74.0,0.187,0.654,0.00474,0.149,0.00123,0.00437,7.53e-07,9.99e-05,5.69e-07,0.00118
D,03,3.0,Yfav,0.51,0.8805,0.0848,610.0,206.0,0.156,0.668,0.0222,0.126,0.00803,0.0206,9.81e-06,0.000527,3.17e-06,0.00668
D,03,3.0,Yfav,0.65,0.6239,0.125,1348.0,354.0,0.0685,0.699,0.0742,0.0579,0.0296,0.0703,0.000371,0.00137,1.83e-05,0.0281
D,03,3.0,Yfav,0.79,0.3386,0.0434,1934.0,79.0,0.0327,0.725,0.105,0.00317,0.0157,0.112,0.00292,0.000559,3.02e-05,0.0187
D,03,3.0,Yfav,0.93,0.2539,0.0315,1793.0,136.0,0.065,0.736,0.0886,0.000653,0.00195,0.104,0.00187,8.05e-05,1.63e-05,0.00349
D,03,3.0,Yfav,1.07,0.1909,0.0534,1476.0,275.0,0.104,0.743,0.0686,0.000236,0.000397,0.0829,0.000655,2.53e-05,9.66e-06,0.00077
D,03,3.0,Yfav,1.21,0.1383,0.058,1185.0,315.0,0.139,0.748,0.0519,0.000147,0.000165,0.06,0.00024,1.5e-05,6.06e-06,0.000414
D,03,3.0,Yfav,1.35,0.1175,0.0597,1059.0,341.0,0.153,0.75,0.045,3.51e-05,0.0,0.0518,0.000127,7.47e-06,5.09e-06,0.000289
D,03,3.0,Yfav,1.49,0.0753,0.0576,808.0,348.0,0.182,0.754,0.0314,9.74e-05,0.0,0.0324,5.43e-05,1.14e-05,2.93e-06,0.000151
D,03,3.0,Yfav,1.62,0.0352,0.0391,559.0,266.0,0.209,0.757,0.0186,1.64e-05,0.0,0.0144,1.41e-05,1.37e-05,1.53e-06,7.73e-05
D,03,3.0,Yfav,1.9,0.0,0.0012,301.0,11.0,0.23,0.764,0.00627,1.31e-05,0.0,0.0,0.0,5.07e-06,1.43e-07,2.16e-05
D,03,3.0,Yfav,2.18,0.0,0.001,294.0,4.0,0.231,0.763,0.00601,0.0,0.0,0.0,0.0,4.51e-06,9.03e-08,1.12e-05
D,075,0.75,Yave,-2.78,0.0,0.0009,291.0,3.0,0.23,0.764,0.00602,0.0,0.0,0.0,5.1e-08,3.36e-06,1.59e-07,2.75e-05
D,075,0.75,Yave,-2.78,0.0,0.0009,290.0,3.0,0.23,0.764,0.00593,0.0,0.0,0.0,2.56e-08,4.93e-06,8.92e-08,1.18e-05
D,075,0.75,Yave,-0.28,0.927,0.0623,425.0,121.0,0.185,0.655,0.00872,0.14,0.00207,0.00745,7.48e-07,0.000206,1.6e-06,0.00304
D,075,0.75,Yave,-0.14,0.9671,0.0434,335.0,48.0,0.192,0.651,0.00317,0.15,0.0004,0.00217,0.0,6.08e-05,5.58e-07,0.000996
D,075,0.75,Yave,0.0,0.986,0.0372,307.0,21.0,0.194,0.65,0.00144,0.154,1.4e-05,0.000631,0.0,1.83e-05,2.45e-07,0.000429
D,075,0.75,Yave,0.14,0.9864,0.0376,312.0,25.0,0.193,0.65,0.00165,0.153,0.000252,0.00107,9.95e-09,3.07e-05,2.58e-07,0.0005
D,075,0.75,Yave,0.28,0.9673,0.0531,380.0,93.0,0.185,0.654,0.00606,0.148,0.00197,0.00542,1.02e-06,0.000143,8.68e-07,0.00183
D,075,0.75,Yave,0.42,0.9145,0.0744,516.0,177.0,0.169,0.661,0.0154,0.135,0.00578,0.0141,7.33e-06,0.000408,2.91e-06,0.00542
D,075,0.75,Yave,0.56,0.8395,0.0912,751.0,257.0,0.142,0.67,0.0323,0.114,0.0141,0.0287,7.42e-06,0.000861,6.89e-06,0.0124
D,075,0.75,Yave,0.69,0.7122,0.1253,1134.0,365.0,0.0949,0.686,0.0611,0.0784,0.0251,0.0531,0.000123,0.00146,1.57e-05,0.0248
D,075,0.75,Yave,0.83,0.5563,0.1406,1525.0,350.0,0.0535,0.701,0.0886,0.0401,0.0326,0.0795,0.000717,0.00164,2.82e-05,0.0347
D,075,0.75,Yave,0.97,0.3775,0.1168,1759.0,201.0,0.0464,0.717,0.1,0.0102,0.0237,0.0959,0.00195,0.000981,3.46e-05,0.0271
D,075,0.75,Yave,1.11,0.2436,0.0787,1628.0,232.0,0.0847,0.733,0.0839,0.00149,0.00747,0.0848,0.00178,0.000278,2.41e-05,0.00961
D,075,0.75,Yave,1.25,0.1497,0.0599,1268.0,288.0,0.136,0.744,0.0573,0.000197,0.00151,0.0595,0.000614,5.98e-05,1.27e-05,0.00208
D,075,0.75,Yave,1.39,0.0953,0.0439,959.0,271.0,0.169,0.751,0.0389,5.89e-05,0.000345,0.0397,0.000129,2.11e-05,5.93e-06,0.00047
D,075,0.75,Yave,1.53,0.0585,0.0376,717.0,255.0,0.193,0.756,0.0266,0.0,0.0,0.0249,1.9e-05,1.3e-05,3.03e-06,0.000131
D,075,0.75,Yave,1.67,0.0374,0.033,565.0,231.0,0.206,0.759,0.0192,2.28e-05,0.0,0.0155,3.97e-06,1.72e-05,1.86e-06,9.45e-05
D,075,0.75,Yave,1.94,0.0121,0.0193,387.0,141.0,0.222,0.763,0.0106,0.0,0.0,0.00486,3.46e-07,8.16e-06,5.33e-07,5.86e-05
