profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co,T_std
radial,0.75,3.5616253606147237,0.005400000140070915,0.02564370259642601,290.99970626831055,1.3944642107114445e-11,0.23573993146419525,3.080332594357048e-09,0.006255996646359563,7.072421362033863e-11,0.0006173566325440719
radial,0.75,3.5928220798571906,0.005400000140070915,0.02586831897497177,290.9997253417969,1.170527787805448e-11,0.23573993518948555,2.578002205089793e-09,0.00625599647173658,5.853728100831742e-11,0.0005699111754450409
radial,0.75,3.624320444133547,0.005400000140070915,0.026095107197761536,290.9997444152832,9.848982751914018e-12,0.2357399370521307,2.140458630551101e-09,0.006255996646359563,4.8014271983866884e-11,0.0005163105025742284
radial,0.75,3.656122781750229,0.005400000140070915,0.026324084028601646,290.99976348876953,8.298507611735849e-12,0.23573994264006615,1.7662127111275962e-09,0.006255996820982546,3.911061247151797e-11,0.00046875784787920027
radial,0.75,3.688232455816534,0.005400000140070915,0.026555273681879044,290.99978256225586,7.016123239733443e-12,0.2357399445027113,1.4511649994160218e-09,0.006255996995605528,3.185138836844315e-11,0.0004224335882070254
radial,0.75,3.720652570741044,0.005400000140070915,0.026788698509335518,290.9997978210449,5.978995342202328e-12,0.23573994636535645,1.1868683126907116e-09,0.006255997170228511,2.603251280940312e-11,0.0003925803537922311
radial,0.75,3.7533854548301964,0.005400000140070915,0.027024375274777412,290.99981689453125,5.168100059823054e-12,0.2357399482280016,9.679597119311394e-10,0.006255997286643833,2.138196874602611e-11,0.00034761919402754264
radial,0.75,3.7864347298940024,0.005400000140070915,0.027262330055236816,290.9998321533203,4.559151553696623e-12,0.23573995009064674,7.893761674103913e-10,0.006255997461266816,1.7764787245614483e-11,0.0003182472780550264
radial,0.75,3.8198029829396143,0.005400000140070915,0.027502581477165222,290.9998474121094,4.12751703797891e-12,0.23573995009064674,6.456310401163798e-10,0.0062559975776821375,1.50477181908208e-11,0.00028911278261560693
radial,0.75,3.8534938357770443,0.005400000140070915,0.02774515561759472,290.99986267089844,3.837342927822321e-12,0.23573995009064674,5.307346521004189e-10,0.006255997635889798,1.3063601753016021e-11,0.0002521165716836289
radial,0.75,3.8875101341141596,0.005400000140070915,0.027990072965621948,290.99987411499023,3.641901295174159e-12,0.2357399519532919,4.382797556279336e-10,0.006255997810512781,1.1612699963657982e-11,0.0002311278451492479
radial,0.75,3.921854723658827,0.005400000140070915,0.02823735401034355,290.99988555908203,3.4845863789251006e-12,0.23573995009064674,3.614170137098334e-10,0.006255997868720442,1.0488766789633184e-11,0.00020740169096478557
radial,0.75,3.9565312262210584,0.005400000140070915,0.02848702482879162,290.99989318847656,3.3046123246118618e-12,0.23573995009064674,2.945283529321035e-10,0.006255997985135764,9.487387987468216e-12,0.00019481117759405066
radial,0.75,3.991542487508721,0.005400000140070915,0.02873910591006279,290.99990463256836,3.0792499841178453e-12,0.23573995009064674,2.3698284145521375e-10,0.006255997926928103,8.42816705530532e-12,0.00018338341280703605
radial,0.75,4.026892388032542,0.005400000140070915,0.028993625193834305,290.9999122619629,2.8766187306203493e-12,0.2357399519532919,1.8607085893035875e-10,0.006255998043343425,7.179663457080297e-12,0.00015889484863020729
radial,0.75,4.062583514799674,0.005400000140070915,0.029250601306557655,290.9999237060547,2.70512256174864e-12,0.2357399519532919,1.3439852052126843e-10,0.006255998043343425,5.715809503966675e-12,0.0001479394487736917
radial,0.75,4.09861948962013,0.005400000140070915,0.02951006032526493,290.99992752075195,2.5127725330726655e-12,0.23573995009064674,8.10906829232963e-11,0.006255998101551086,4.654463160733629e-12,0.00013208991770310047
radial,0.75,4.13500341690249,0.005400000140070915,0.029772024601697922,290.9999313354492,2.3066209515939567e-12,0.2357399519532919,5.2867641105097455e-11,0.006255998101551086,4.105155571538713e-12,0.00012372798721486554
radial,0.75,4.171738918456766,0.005400000140070915,0.030036520212888718,290.9999313354492,2.0968841364940638e-12,0.2357399556785822,4.986970282620511e-11,0.006255998101551086,3.652414360697527e-12,0.00011290472859915727
radial,0.75,4.208829098691543,0.005400000140070915,0.03030356951057911,290.9999313354492,1.8939386563071907e-12,0.2357399556785822,4.7322850364867586e-11,0.006255998159758747,3.2554961051366024e-12,0.00011290472859915727
radial,0.75,4.246277838117547,0.005400000140070915,0.030573200434446335,290.9999351501465,1.7070706710853899e-12,0.2357399594038725,4.751695549479644e-11,0.0062559982179664075,2.799525063311457e-12,0.00010619667745266002
radial,0.75,4.284087982442644,0.005400000140070915,0.030845433473587036,290.9999351501465,1.54104852874999e-12,0.2357399631291628,5.5841585206072076e-11,0.0062559982179664075,2.3052699888669627e-12,0.00010619667745266002
