profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co,n2
radial,1,1.9444445044630103,0.007199999876320362,0.014000000432133675,291.0,5.186789799743741e-12,0.23573848605155945,9.107365599447803e-07,0.006256729364395142,3.3758549733420296e-08,0.758003830909729
radial,1,1.8055555928084586,0.007199999876320362,0.013000000268220901,291.0,1.3508133500650388e-10,0.23570430278778076,2.156685513909906e-05,0.006273273844271898,7.994289035195834e-07,0.7580000162124634
radial,1,1.6666666811539068,0.007199999876320362,0.012000000104308128,290.99993896484375,4.238505546538818e-09,0.234821617603302,0.0005548381013795733,0.006700396537780762,2.0566403691191226e-05,0.7579025626182556
radial,1,1.5277777694993548,0.007199999876320362,0.010999999940395355,290.9998474121094,6.918027395386162e-08,0.22288388013839722,0.007767125964164734,0.012477055191993713,0.00028790711075998843,0.7565839886665344
radial,1,1.388888857844803,0.007199999876320362,0.009999999776482582,290.9997253417969,3.6429844385565957e-07,0.18572282791137695,0.030218269675970078,0.030459225177764893,0.0011201126035302877,0.7524791955947876
radial,1,1.2499999461902513,0.007199999876320362,0.008999999612569809,290.9997863769531,1.835449438658543e-06,0.12099308520555496,0.06932515650987625,0.06178171560168266,0.002569702686741948,0.7453284859657288
radial,1,1.1111111638860571,0.007199999876320362,0.00800000037997961,290.9999084472656,1.2732275536109228e-05,0.06958471238613129,0.10038232803344727,0.08665642142295837,0.0037209116853773594,0.7396429181098938
radial,1,1.0416667080587811,0.007199999876320362,0.007500000298023224,290.99993896484375,2.8779719286831096e-05,0.06100466102361679,0.105563685297966,0.0908057689666748,0.003912970889359713,0.7386841773986816
radial,1,0.9722222522315052,0.007199999876320362,0.007000000216066837,290.9999694824219,6.537631270475686e-05,0.05773930996656418,0.10753123462200165,0.09238026291131973,0.003985903225839138,0.7382979393005371
radial,1,0.9027777964042293,0.007199999876320362,0.006500000134110451,290.9999694824219,0.00015505666669923812,0.05611147731542587,0.10850177705287933,0.09315411001443863,0.004021877888590097,0.7380557060241699
